id,name,selling_price,year,seller_type,owner,km_driven,ex_showroom_price,company
197,Hero Honda Hunk,58000.0,2015,individual,1st ,48000,0.0,Hero Honda
219,Hero Honda Glamour,15000.0,2006,individual,1st ,80000,0.0,Hero Honda
225,Hero Honda Passion,9000.0,2002,individual,2nd ,66191,0.0,Hero Honda
256,Hero Honda Splendor Plus,15000.0,2005,individual,1st ,65000,0.0,Hero Honda
258,Hero Honda Passion PRO [2012],25000.0,2011,individual,1st ,20000,0.0,Hero Honda
264,Hero Honda Splendor Plus,20000.0,2006,individual,1st ,23000,0.0,Hero Honda
283,Hero Honda CBZ extreme,42000.0,2010,individual,1st ,51000,0.0,Hero Honda
307,Hero Honda Splendor Plus,15000.0,2007,individual,1st ,30000,0.0,Hero Honda
314,Hero Honda Hunk,28000.0,2009,individual,1st ,40000,0.0,Hero Honda
321,Hero Honda Splendor PRO,30000.0,2012,individual,1st ,22866,0.0,Hero Honda
333,Hero Honda Splendor Plus,12000.0,2005,individual,1st ,48000,0.0,Hero Honda
346,Hero Honda Splendor Plus,18000.0,2010,individual,1st ,35700,0.0,Hero Honda
349,Hero Honda Splendor Plus,15000.0,2004,individual,1st ,14500,0.0,Hero Honda
363,Hero Honda CD100SS,10000.0,1997,individual,1st ,646000,0.0,Hero Honda
410,Hero Honda Splendor Plus,28000.0,2008,individual,1st ,70889,0.0,Hero Honda
422,Hero Honda Splendor,10000.0,2000,individual,1st ,61000,0.0,Hero Honda
428,Hero Honda Karizma ZMR [2010],45000.0,2012,individual,3rd ,44000,0.0,Hero Honda
431,Hero Honda CD Deluxe,14700.0,2005,individual,2nd ,30000,0.0,Hero Honda
435,Hero Honda Glamour,19000.0,2012,individual,1st ,32000,0.0,Hero Honda
440,Hero Honda Splendor Plus,40000.0,2007,individual,1st ,40000,0.0,Hero Honda
472,Hero Honda CD Deluxe,24700.0,2012,individual,2nd ,40000,0.0,Hero Honda
474,Hero Honda Passion PRO [2012],12000.0,2012,individual,1st ,90000,0.0,Hero Honda
478,Hero Honda CD100,15000.0,1999,dealer,2nd ,10000,0.0,Hero Honda
482,Hero Honda Passion Plus,40000.0,2018,individual,1st ,29000,0.0,Hero Honda
485,Hero Honda CD100,15000.0,2000,individual,1st ,50000,0.0,Hero Honda
521,Hero Honda Pleasure,25000.0,2009,individual,1st ,50000,0.0,Hero Honda
525,Hero Honda CD Deluxe,25000.0,2010,individual,1st ,35000,0.0,Hero Honda
530,Hero Honda Passion PRO [2012],28000.0,2011,individual,2nd ,60000,0.0,Hero Honda
535,Hero Honda CD Deluxe,12000.0,2007,individual,2nd ,100000,0.0,Hero Honda
539,Hero Honda CD Deluxe,15000.0,2011,individual,1st ,70000,0.0,Hero Honda
560,Hero Honda Passion Plus,18000.0,2007,individual,2nd ,50000,0.0,Hero Honda
561,Hero Honda Passion PRO [2012],28700.0,2012,individual,2nd ,49876,0.0,Hero Honda
564,Hero Honda Glamour,21000.0,2010,individual,1st ,11000,0.0,Hero Honda
568,Hero Honda Passion Plus,23500.0,2010,individual,1st ,60000,0.0,Hero Honda
571,Hero Honda CD100,15000.0,1998,individual,1st ,65000,0.0,Hero Honda
574,Hero Honda Achiever,15000.0,2009,individual,1st ,86000,0.0,Hero Honda
575,Hero Honda Karizma,40000.0,2011,individual,2nd ,340000,0.0,Hero Honda
599,Hero Honda Street Smart,10000.0,2000,individual,1st ,24000,0.0,Hero Honda
610,Hero Honda Splendor Plus,15000.0,2006,individual,1st ,100000,0.0,Hero Honda
612,Hero Honda Splendor Plus,17600.0,2006,individual,1st ,52000,0.0,Hero Honda
630,Hero Honda Splendor Plus,10000.0,2007,individual,1st ,98000,0.0,Hero Honda
634,Hero Honda Passion Plus,20000.0,2006,individual,1st ,28000,0.0,Hero Honda
638,Hero Honda Super Splendor [2005],20000.0,2008,individual,1st ,54000,0.0,Hero Honda
648,Hero Honda Splendor,25000.0,2008,individual,1st ,38000,0.0,Hero Honda
659,Hero Honda Glamour,35000.0,2012,individual,1st ,30000,0.0,Hero Honda
660,Hero Honda CBZ extreme,35000.0,2011,individual,1st ,35000,0.0,Hero Honda
698,Hero Honda CBZ,10000.0,2000,individual,4th ,48000,0.0,Hero Honda
710,Hero Honda Passion PRO [2012],25000.0,2012,individual,2nd ,20000,0.0,Hero Honda
758,Hero Honda Passion Plus,8000.0,2003,individual,1st ,53500,0.0,Hero Honda
762,Hero Honda Splendor Plus,20000.0,2006,individual,1st ,75000,0.0,Hero Honda
766,Hero Honda Splendor NXG,28000.0,2012,individual,1st ,49999,0.0,Hero Honda
778,Hero Honda Splendor Plus,20000.0,2005,individual,1st ,27370,0.0,Hero Honda
790,Hero Honda Passion Plus,25000.0,2007,individual,1st ,70000,0.0,Hero Honda
795,Hero Honda Splendor,10000.0,2006,individual,1st ,75000,0.0,Hero Honda
796,Hero Honda CD Deluxe,25000.0,2008,individual,3rd ,65000,0.0,Hero Honda
807,Hero Honda CBZ extreme,35000.0,2011,individual,1st ,28000,0.0,Hero Honda
822,Hero Honda Glamour,45000.0,2012,individual,1st ,75000,0.0,Hero Honda
853,Hero Honda CBZ extreme,25000.0,2007,individual,1st ,80000,0.0,Hero Honda
862,Hero Honda Passion Plus,22000.0,2008,individual,2nd ,85000,0.0,Hero Honda
863,Hero Honda Splendor Plus,15000.0,2007,individual,1st ,70000,0.0,Hero Honda
901,Hero Honda Passion Plus,25000.0,2008,dealer,2nd ,100000,0.0,Hero Honda
903,Hero Honda Splendor Plus,20000.0,2004,individual,2nd ,127000,0.0,Hero Honda
905,Hero Honda Splendor Plus,20000.0,2010,individual,2nd ,30000,0.0,Hero Honda
920,Hero Honda Hunk,45000.0,2013,individual,1st ,40000,0.0,Hero Honda
925,Hero Honda Splendor Plus,25000.0,2012,individual,1st ,70000,0.0,Hero Honda
932,Hero Honda CD Deluxe,25500.0,2012,individual,1st ,28990,0.0,Hero Honda
933,Hero Honda Hunk,35000.0,2010,individual,1st ,13000,0.0,Hero Honda
934,Hero Honda CD Deluxe,20000.0,2005,individual,1st ,15000,0.0,Hero Honda
939,Hero Honda CBZ extreme,30000.0,2011,individual,3rd ,70000,0.0,Hero Honda
945,Hero Honda Hunk,40000.0,2010,individual,1st ,41000,0.0,Hero Honda
952,Hero Honda Hunk,20000.0,2010,individual,1st ,17000,0.0,Hero Honda
958,Hero Honda CBZ extreme,40000.0,2009,individual,1st ,50000,0.0,Hero Honda
959,Hero Honda CBZ extreme,35000.0,2012,individual,1st ,60000,0.0,Hero Honda
1035,Hero Honda CBZ extreme,38000.0,2013,individual,1st ,75000,78700.0,Hero Honda
1040,Hero Honda Passion Pro,30000.0,2014,individual,1st ,60000,51000.0,Hero Honda
