id,name,selling_price,year,seller_type,owner,km_driven,ex_showroom_price,km_class
1048,Hero Glamour,25000.0,2015,Individual,1st owner,18000,57000.0,4
1049,Hero Super Splendor,20000.0,2007,Individual,1st owner,55000,57000.0,11
1050,Bajaj Pulsar 150,20000.0,2010,Individual,1st owner,60000,75000.0,12
1051,Bajaj Discover 125,20000.0,2014,Individual,2nd owner,25000,57000.0,5
1052,Hero Hunk,20000.0,2009,Individual,2nd owner,49000,75000.0,10
1053,Hero  Ignitor Disc,20000.0,2015,Individual,2nd owner,24000,65000.0,5
1054,Hero  CBZ Xtreme,20000.0,2010,Individual,1st owner,50000,78700.0,10
1055,Bajaj  ct 100,18000.0,2017,Individual,1st owner,35000,32000.0,7
1056,Activa 3g,17000.0,2010,Individual,1st owner,500000,52000.0,100
1057,Honda CB twister,16000.0,2012,Individual,1st owner,33000,51000.0,7
1058,Bajaj Discover 125,15000.0,2013,Individual,2nd owner,35000,57000.0,7
1059,Honda CB Shine,12000.0,2009,Individual,1st owner,53000,58000.0,11
1060,Bajaj Pulsar 150,10000.0,2008,Individual,1st owner,92233,75000.0,19
